25600	25650	0	2059	3818	4501	0	2927	4962	5644
25650	25700	0	2051	3808	4490	0	2919	4951	5634
25700	25750	0	2043	3797	4480	0	2911	4941	5623
25750	25800	0	2035	3787	4469	0	2903	4930	5613
25800	25850	0	2027	3776	4459	0	2895	4920	5602
25850	25900	0	2019	3766	4448	0	2887	4909	5592
25900	25950	0	2011	3755	4438	0	2879	4899	5581
25950	26000	0	2003	3745	4427	0	2871	4888	5571
26000	26050	0	1995	3734	4417	0	2863	4878	5560
26050	26100	0	1987	3724	4406	0	2855	4867	5550
26100	26150	0	1979	3713	4396	0	2847	4857	5539
26150	26200	0	1971	3703	4385	0	2839	4846	5529
26200	26250	0	1963	3692	4375	0	2831	4836	5518
26250	26300	0	1955	3681	4364	0	2823	4825	5508
26300	26350	0	1947	3671	4353	0	2815	4815	5497
26350	26400	0	1939	3660	4343	0	2807	4804	5486
26400	26450	0	1931	3650	4332	0	2799	4793	5476
26450	26500	0	1923	3639	4322	0	2791	4783	5465
26500	26550	0	1915	3629	4311	0	2783	4772	5455
26550	26600	0	1907	3618	4301	0	2775	4762	5444
26600	26650	0	1899	3608	4290	0	2767	4751	5434
26650	26700	0	1891	3597	4280	0	2759	4741	5423
26700	26750	0	1883	3587	4269	0	2751	4730	5413
26750	26800	0	1875	3576	4259	0	2743	4720	5402
26800	26850	0	1867	3566	4248	0	2735	4709	5392
26850	26900	0	1859	3555	4238	0	2727	4699	5381
26900	26950	0	1851	3545	4227	0	2719	4688	5371
26950	27000	0	1843	3534	4217	0	2711	4678	5360
27000	27050	0	1835	3524	4206	0	2703	4667	5350
27050	27100	0	1827	3513	4196	0	2695	4657	5339
27100	27150	0	1819	3502	4185	0	2687	4646	5329
27150	27200	0	1811	3492	4174	0	2679	4636	5318
27200	27250	0	1803	3481	4164	0	2671	4625	5307
27250	27300	0	1795	3471	4153	0	2663	4614	5297
27300	27350	0	1787	3460	4143	0	2655	4604	5286
27350	27400	0	1780	3450	4132	0	2647	4593	5276
27400	27450	0	1772	3439	4122	0	2639	4583	5265
27450	27500	0	1764	3429	4111	0	2631	4572	5255
27500	27550	0	1756	3418	4101	0	2623	4562	5244
27550	27600	0	1748	3408	4090	0	2615	4551	5234
27600	27650	0	1740	3397	4080	0	2607	4541	5223
27650	27700	0	1732	3387	4069	0	2599	4530	5213
27700	27750	0	1724	3376	4059	0	2591	4520	5202
27750	27800	0	1716	3366	4048	0	2583	4509	5192
27800	27850	0	1708	3355	4038	0	2575	4499	5181
27850	27900	0	1700	3345	4027	0	2567	4488	5171
27900	27950	0	1692	3334	4016	0	2559	4478	5160
27950	28000	0	1684	3323	4006	0	2551	4467	5150
28000	28050	0	1676	3313	3995	0	2543	4456	5139
28050	28100	0	1668	3302	3985	0	2535	4446	5128
28100	28150	0	1660	3292	3974	0	2527	4435	5118
28150	28200	0	1652	3281	3964	0	2519	4425	5107
28200	28250	0	1644	3271	3953	0	2511	4414	5097
28250	28300	0	1636	3260	3943	0	2503	4404	5086
28300	28350	0	1628	3250	3932	0	2495	4393	5076
28350	28400	0	1620	3239	3922	0	2487	4383	5065
28400	28450	0	1612	3229	3911	0	2479	4372	5055
28450	28500	0	1604	3218	3901	0	2471	4362	5044
28500	28550	0	1596	3208	3890	0	2463	4351	5034
28550	28600	0	1588	3197	3880	0	2455	4341	5023
28600	28650	0	1580	3187	3869	0	2447	4330	5013
28650	28700	0	1572	3176	3859	0	2439	4320	5002
28700	28750	0	1564	3166	3848	0	2431	4309	4992
28750	28800	0	1556	3155	3837	0	2424	4299	4981
28800	28850	0	1548	3144	3827	0	2416	4288	4971
28850	28900	0	1540	3134	3816	0	2408	4277	4960
28900	28950	0	1532	3123	3806	0	2400	4267	4949
28950	29000	0	1524	3113	3795	0	2392	4256	4939
29000	29050	0	1516	3102	3785	0	2384	4246	4928
29050	29100	0	1508	3092	3774	0	2376	4235	4918
29100	29150	0	1500	3081	3764	0	2368	4225	4907
29150	29200	0	1492	3071	3753	0	2360	4214	4897
29200	29250	0	1484	3060	3743	0	2352	4204	4886
29250	29300	0	1476	3050	3732	0	2344	4193	4876
29300	29350	0	1468	3039	3722	0	2336	4183	4865
29350	29400	0	1460	3029	3711	0	2328	4172	4855
29400	29450	0	1452	3018	3701	0	2320	4162	4844
29450	29500	0	1444	3008	3690	0	2312	4151	4834
29500	29550	0	1436	2997	3680	0	2304	4141	4823
29550	29600	0	1428	2987	3669	0	2296	4130	4813
29600	29650	0	1420	2976	3658	0	2288	4120	4802
29650	29700	0	1412	2965	3648	0	2280	4109	4792
29700	29750	0	1404	2955	3637	0	2272	4098	4781
29750	29800	0	1396	2944	3627	0	2264	4088	4770
29800	29850	0	1388	2934	3616	0	2256	4077	4760
29850	29900	0	1380	2923	3606	0	2248	4067	4749
29900	29950	0	1372	2913	3595	0	2240	4056	4739
29950	30000	0	1364	2902	3585	0	2232	4046	4728
30000	30050	0	1356	2892	3574	0	2224	4035	4718
30050	30100	0	1348	2881	3564	0	2216	4025	4707
30100	30150	0	1340	2871	3553	0	2208	4014	4697
30150	30200	0	1332	2860	3543	0	2200	4004	4686
30200	30250	0	1324	2850	3532	0	2192	3993	4676
30250	30300	0	1316	2839	3522	0	2184	3983	4665
30300	30350	0	1308	2829	3511	0	2176	3972	4655
30350	30400	0	1300	2818	3501	0	2168	3962	4644
30400	30450	0	1292	2807	3490	0	2160	3951	4634
30450	30500	0	1284	2797	3479	0	2152	3941	4623
30500	30550	0	1276	2786	3469	0	2144	3930	4612
30550	30600	0	1268	2776	3458	0	2136	3919	4602
30600	30650	0	1260	2765	3448	0	2128	3909	4591
30650	30700	0	1252	2755	3437	0	2120	3898	4581
30700	30750	0	1244	2744	3427	0	2112	3888	4570
30750	30800	0	1236	2734	3416	0	2104	3877	4560
30800	30850	0	1228	2723	3406	0	2096	3867	4549
30850	30900	0	1220	2713	3395	0	2088	3856	4539
30900	30950	0	1212	2702	3385	0	2080	3846	4528
30950	31000	0	1204	2692	3374	0	2072	3835	4518
31000	31050	0	1196	2681	3364	0	2064	3825	4507
31050	31100	0	1188	2671	3353	0	2056	3814	4497
31100	31150	0	1180	2660	3343	0	2048	3804	4486
31150	31200	0	1172	2650	3332	0	2040	3793	4476
31200	31250	0	1164	2639	3322	0	2032	3783	4465
31250	31300	0	1156	2628	3311	0	2024	3772	4455
31300	31350	0	1148	2618	3300	0	2016	3762	4444
31350	31400	0	1140	2607	3290	0	2008	3751	4433
31400	31450	0	1132	2597	3279	0	2000	3740	4423
31450	31500	0	1124	2586	3269	0	1992	3730	4412
31500	31550	0	1116	2576	3258	0	1984	3719	4402
31550	31600	0	1108	2565	3248	0	1976	3709	4391
31600	31650	0	1100	2555	3237	0	1968	3698	4381
31650	31700	0	1092	2544	3227	0	1960	3688	4370
31700	31750	0	1084	2534	3216	0	1952	3677	4360
31750	31800	0	1076	2523	3206	0	1944	3667	4349
31800	31850	0	1068	2513	3195	0	1936	3656	4339
31850	31900	0	1060	2502	3185	0	1928	3646	4328
31900	31950	0	1052	2492	3174	0	1920	3635	4318
31950	32000	0	1044	2481	3164	0	1912	3625	4307
32000	32050	0	1036	2471	3153	0	1904	3614	4297
32050	32100	0	1028	2460	3143	0	1896	3604	4286
32100	32150	0	1020	2449	3132	0	1888	3593	4276
32150	32200	0	1012	2439	3121	0	1880	3583	4265
32200	32250	0	1004	2428	3111	0	1872	3572	4254
32250	32300	0	996	2418	3100	0	1864	3561	4244
32300	32350	0	988	2407	3090	0	1856	3551	4233
32350	32400	0	981	2397	3079	0	1848	3540	4223
32400	32450	0	973	2386	3069	0	1840	3530	4212
32450	32500	0	965	2376	3058	0	1832	3519	4202
32500	32550	0	957	2365	3048	0	1824	3509	4191
32550	32600	0	949	2355	3037	0	1816	3498	4181
32600	32650	0	941	2344	3027	0	1808	3488	4170
32650	32700	0	933	2334	3016	0	1800	3477	4160
32700	32750	0	925	2323	3006	0	1792	3467	4149
32750	32800	0	917	2313	2995	0	1784	3456	4139
32800	32850	0	909	2302	2985	0	1776	3446	4128
32850	32900	0	901	2292	2974	0	1768	3435	4118
32900	32950	0	893	2281	2963	0	1760	3425	4107
32950	33000	0	885	2270	2953	0	1752	3414	4097
33000	33050	0	877	2260	2942	0	1744	3403	4086
33050	33100	0	869	2249	2932	0	1736	3393	4075
33100	33150	0	861	2239	2921	0	1728	3382	4065
33150	33200	0	853	2228	2911	0	1720	3372	4054
33200	33250	0	845	2218	2900	0	1712	3361	4044
33250	33300	0	837	2207	2890	0	1704	3351	4033
33300	33350	0	829	2197	2879	0	1696	3340	4023
33350	33400	0	821	2186	2869	0	1688	3330	4012
33400	33450	0	813	2176	2858	0	1680	3319	4002
33450	33500	0	805	2165	2848	0	1672	3309	3991
33500	33550	0	797	2155	2837	0	1664	3298	3981
33550	33600	0	789	2144	2827	0	1656	3288	3970
33600	33650	0	781	2134	2816	0	1648	3277	3960
33650	33700	0	773	2123	2806	0	1640	3267	3949
33700	33750	0	765	2113	2795	0	1632	3256	3939
33750	33800	0	757	2102	2784	0	1625	3246	3928
33800	33850	0	749	2091	2774	0	1617	3235	3918
33850	33900	0	741	2081	2763	0	1609	3224	3907
33900	33950	0	733	2070	2753	0	1601	3214	3896
33950	34000	0	725	2060	2742	0	1593	3203	3886
34000	34050	0	717	2049	2732	0	1585	3193	3875
34050	34100	0	709	2039	2721	0	1577	3182	3865
34100	34150	0	701	2028	2711	0	1569	3172	3854
34150	34200	0	693	2018	2700	0	1561	3161	3844
34200	34250	0	685	2007	2690	0	1553	3151	3833
34250	34300	0	677	1997	2679	0	1545	3140	3823
34300	34350	0	669	1986	2669	0	1537	3130	3812
34350	34400	0	661	1976	2658	0	1529	3119	3802
34400	34450	0	653	1965	2648	0	1521	3109	3791
34450	34500	0	645	1955	2637	0	1513	3098	3781
34500	34550	0	637	1944	2627	0	1505	3088	3770
34550	34600	0	629	1934	2616	0	1497	3077	3760
34600	34650	0	621	1923	2605	0	1489	3067	3749
34650	34700	0	613	1912	2595	0	1481	3056	3739
34700	34750	0	605	1902	2584	0	1473	3045	3728
34750	34800	0	597	1891	2574	0	1465	3035	3717
34800	34850	0	589	1881	2563	0	1457	3024	3707
34850	34900	0	581	1870	2553	0	1449	3014	3696
34900	34950	0	573	1860	2542	0	1441	3003	3686
34950	35000	0	565	1849	2532	0	1433	2993	3675
35000	35050	0	557	1839	2521	0	1425	2982	3665
35050	35100	0	549	1828	2511	0	1417	2972	3654
35100	35150	0	541	1818	2500	0	1409	2961	3644
35150	35200	0	533	1807	2490	0	1401	2951	3633
35200	35250	0	525	1797	2479	0	1393	2940	3623
35250	35300	0	517	1786	2469	0	1385	2930	3612
35300	35350	0	509	1776	2458	0	1377	2919	3602
35350	35400	0	501	1765	2448	0	1369	2909	3591
35400	35450	0	493	1754	2437	0	1361	2898	3581
35450	35500	0	485	1744	2426	0	1353	2888	3570
35500	35550	0	477	1733	2416	0	1345	2877	3559
35550	35600	0	469	1723	2405	0	1337	2866	3549
35600	35650	0	461	1712	2395	0	1329	2856	3538
35650	35700	0	453	1702	2384	0	1321	2845	3528
35700	35750	0	445	1691	2374	0	1313	2835	3517
35750	35800	0	437	1681	2363	0	1305	2824	3507
35800	35850	0	429	1670	2353	0	1297	2814	3496
35850	35900	0	421	1660	2342	0	1289	2803	3486
35900	35950	0	413	1649	2332	0	1281	2793	3475
35950	36000	0	405	1639	2321	0	1273	2782	3465
36000	36050	0	397	1628	2311	0	1265	2772	3454
36050	36100	0	389	1618	2300	0	1257	2761	3444
36100	36150	0	381	1607	2290	0	1249	2751	3433
36150	36200	0	373	1597	2279	0	1241	2740	3423
36200	36250	0	365	1586	2269	0	1233	2730	3412
36250	36300	0	357	1575	2258	0	1225	2719	3402
36300	36350	0	349	1565	2247	0	1217	2709	3391
36350	36400	0	341	1554	2237	0	1209	2698	3380
36400	36450	0	333	1544	2226	0	1201	2687	3370
36450	36500	0	325	1533	2216	0	1193	2677	3359
36500	36550	0	317	1523	2205	0	1185	2666	3349
36550	36600	0	309	1512	2195	0	1177	2656	3338
36600	36650	0	301	1502	2184	0	1169	2645	3328
36650	36700	0	293	1491	2174	0	1161	2635	3317
36700	36750	0	285	1481	2163	0	1153	2624	3307
36750	36800	0	277	1470	2153	0	1145	2614	3296
36800	36850	0	269	1460	2142	0	1137	2603	3286
36850	36900	0	261	1449	2132	0	1129	2593	3275
36900	36950	0	253	1439	2121	0	1121	2582	3265
36950	37000	0	245	1428	2111	0	1113	2572	3254
37000	37050	0	237	1418	2100	0	1105	2561	3244
37050	37100	0	229	1407	2090	0	1097	2551	3233
37100	37150	0	221	1396	2079	0	1089	2540	3223
37150	37200	0	213	1386	2068	0	1081	2530	3212
37200	37250	0	205	1375	2058	0	1073	2519	3201
37250	37300	0	197	1365	2047	0	1065	2508	3191
37300	37350	0	189	1354	2037	0	1057	2498	3180
37350	37400	0	182	1344	2026	0	1049	2487	3170
37400	37450	0	174	1333	2016	0	1041	2477	3159
37450	37500	0	166	1323	2005	0	1033	2466	3149
37500	37550	0	158	1312	1995	0	1025	2456	3138
37550	37600	0	150	1302	1984	0	1017	2445	3128
37600	37650	0	142	1291	1974	0	1009	2435	3117
37650	37700	0	134	1281	1963	0	1001	2424	3107
37700	37750	0	126	1270	1953	0	993	2414	3096
37750	37800	0	118	1260	1942	0	985	2403	3086
37800	37850	0	110	1249	1932	0	977	2393	3075
37850	37900	0	102	1239	1921	0	969	2382	3065
37900	37950	0	94	1228	1910	0	961	2372	3054
37950	38000	0	86	1217	1900	0	953	2361	3044
38000	38050	0	78	1207	1889	0	945	2350	3033
38050	38100	0	70	1196	1879	0	937	2340	3022
38100	38150	0	62	1186	1868	0	929	2329	3012
38150	38200	0	54	1175	1858	0	921	2319	3001
38200	38250	0	46	1165	1847	0	913	2308	2991
38250	38300	0	38	1154	1837	0	905	2298	2980
38300	38350	0	30	1144	1826	0	897	2287	2970
38350	38400	0	22	1133	1816	0	889	2277	2959
38400	38450	0	14	1123	1805	0	881	2266	2949
38450	38500	0	6	1112	1795	0	873	2256	2938
38500	38550	0	*	1102	1784	0	865	2245	2928
38550	38600	0	0	1091	1774	0	857	2235	2917
38600	38650	0	0	1081	1763	0	849	2224	2907
38650	38700	0	0	1070	1753	0	841	2214	2896
38700	38750	0	0	1060	1742	0	833	2203	2886
38750	38800	0	0	1049	1731	0	826	2193	2875
38800	38850	0	0	1038	1721	0	818	2182	2865
38850	38900	0	0	1028	1710	0	810	2171	2854
38900	38950	0	0	1017	1700	0	802	2161	2843
38950	39000	0	0	1007	1689	0	794	2150	2833
39000	39050	0	0	996	1679	0	786	2140	2822
39050	39100	0	0	986	1668	0	778	2129	2812
39100	39150	0	0	975	1658	0	770	2119	2801
39150	39200	0	0	965	1647	0	762	2108	2791
39200	39250	0	0	954	1637	0	754	2098	2780
39250	39300	0	0	944	1626	0	746	2087	2770
39300	39350	0	0	933	1616	0	738	2077	2759
39350	39400	0	0	923	1605	0	730	2066	2749
39400	39450	0	0	912	1595	0	722	2056	2738
39450	39500	0	0	902	1584	0	714	2045	2728
39500	39550	0	0	891	1574	0	706	2035	2717
39550	39600	0	0	881	1563	0	698	2024	2707
39600	39650	0	0	870	1552	0	690	2014	2696
39650	39700	0	0	859	1542	0	682	2003	2686
39700	39750	0	0	849	1531	0	674	1992	2675
39750	39800	0	0	838	1521	0	666	1982	2664
39800	39850	0	0	828	1510	0	658	1971	2654
39850	39900	0	0	817	1500	0	650	1961	2643
39900	39950	0	0	807	1489	0	642	1950	2633
39950	40000	0	0	796	1479	0	634	1940	2622
40000	40050	0	0	786	1468	0	626	1929	2612
40050	40100	0	0	775	1458	0	618	1919	2601
40100	40150	0	0	765	1447	0	610	1908	2591
40150	40200	0	0	754	1437	0	602	1898	2580
40200	40250	0	0	744	1426	0	594	1887	2570
40250	40300	0	0	733	1416	0	586	1877	2559
40300	40350	0	0	723	1405	0	578	1866	2549
40350	40400	0	0	712	1395	0	570	1856	2538
40400	40450	0	0	701	1384	0	562	1845	2528
40450	40500	0	0	691	1373	0	554	1835	2517
40500	40550	0	0	680	1363	0	546	1824	2506
40550	40600	0	0	670	1352	0	538	1813	2496
40600	40650	0	0	659	1342	0	530	1803	2485
40650	40700	0	0	649	1331	0	522	1792	2475
40700	40750	0	0	638	1321	0	514	1782	2464
40750	40800	0	0	628	1310	0	506	1771	2454
40800	40850	0	0	617	1300	0	498	1761	2443
40850	40900	0	0	607	1289	0	490	1750	2433
40900	40950	0	0	596	1279	0	482	1740	2422
40950	41000	0	0	586	1268	0	474	1729	2412
41000	41050	0	0	575	1258	0	466	1719	2401
41050	41100	0	0	565	1247	0	458	1708	2391
41100	41150	0	0	554	1237	0	450	1698	2380
41150	41200	0	0	544	1226	0	442	1687	2370
41200	41250	0	0	533	1216	0	434	1677	2359
41250	41300	0	0	522	1205	0	426	1666	2349
41300	41350	0	0	512	1194	0	418	1656	2338
41350	41400	0	0	501	1184	0	410	1645	2327
41400	41450	0	0	491	1173	0	402	1634	2317
41450	41500	0	0	480	1163	0	394	1624	2306
41500	41550	0	0	470	1152	0	386	1613	2296
41550	41600	0	0	459	1142	0	378	1603	2285
41600	41650	0	0	449	1131	0	370	1592	2275
41650	41700	0	0	438	1121	0	362	1582	2264
41700	41750	0	0	428	1110	0	354	1571	2254
41750	41800	0	0	417	1100	0	346	1561	2243
41800	41850	0	0	407	1089	0	338	1550	2233
41850	41900	0	0	396	1079	0	330	1540	2222
41900	41950	0	0	386	1068	0	322	1529	2212
41950	42000	0	0	375	1058	0	314	1519	2201
42000	42050	0	0	365	1047	0	306	1508	2191
42050	42100	0	0	354	1037	0	298	1498	2180
42100	42150	0	0	343	1026	0	290	1487	2170
42150	42200	0	0	333	1015	0	282	1477	2159
42200	42250	0	0	322	1005	0	274	1466	2148
42250	42300	0	0	312	994	0	266	1455	2138
42300	42350	0	0	301	984	0	258	1445	2127
42350	42400	0	0	291	973	0	250	1434	2117
42400	42450	0	0	280	963	0	242	1424	2106
42450	42500	0	0	270	952	0	234	1413	2096
42500	42550	0	0	259	942	0	226	1403	2085
42550	42600	0	0	249	931	0	218	1392	2075
42600	42650	0	0	238	921	0	210	1382	2064
42650	42700	0	0	228	910	0	202	1371	2054
42700	42750	0	0	217	900	0	194	1361	2043
42750	42800	0	0	207	889	0	186	1350	2033
42800	42850	0	0	196	879	0	178	1340	2022
42850	42900	0	0	186	868	0	170	1329	2012
42900	42950	0	0	175	857	0	162	1319	2001
42950	43000	0	0	164	847	0	154	1308	1991
43000	43050	0	0	154	836	0	146	1297	1980
43050	43100	0	0	143	826	0	138	1287	1969
43100	43150	0	0	133	815	0	130	1276	1959
43150	43200	0	0	122	805	0	122	1266	1948
43200	43250	0	0	112	794	0	114	1255	1938
43250	43300	0	0	101	784	0	106	1245	1927
43300	43350	0	0	91	773	0	98	1234	1917
43350	43400	0	0	80	763	0	90	1224	1906
43400	43450	0	0	70	752	0	82	1213	1896
43450	43500	0	0	59	742	0	74	1203	1885
43500	43550	0	0	49	731	0	66	1192	1875
43550	43600	0	0	38	721	0	58	1182	1864
43600	43650	0	0	28	710	0	50	1171	1854
43650	43700	0	0	17	700	0	42	1161	1843
43700	43750	0	0	7	689	0	34	1150	1833
43750	43800	0	0	*	678	0	27	1140	1822
43800	43850	0	0	0	668	0	19	1129	1812
43850	43900	0	0	0	657	0	11	1118	1801
43900	43950	0	0	0	647	0	**	1108	1790
43950	44000	0	0	0	636	0	0	1097	1780
44000	44050	0	0	0	626	0	0	1087	1769
44050	44100	0	0	0	615	0	0	1076	1759
44100	44150	0	0	0	605	0	0	1066	1748
44150	44200	0	0	0	594	0	0	1055	1738
44200	44250	0	0	0	584	0	0	1045	1727
44250	44300	0	0	0	573	0	0	1034	1717
44300	44350	0	0	0	563	0	0	1024	1706
44350	44400	0	0	0	552	0	0	1013	1696
44400	44450	0	0	0	542	0	0	1003	1685
44450	44500	0	0	0	531	0	0	992	1675
44500	44550	0	0	0	521	0	0	982	1664
44550	44600	0	0	0	510	0	0	971	1654
44600	44650	0	0	0	499	0	0	961	1643
44650	44700	0	0	0	489	0	0	950	1633
44700	44750	0	0	0	478	0	0	939	1622
44750	44800	0	0	0	468	0	0	929	1611
44800	44850	0	0	0	457	0	0	918	1601
44850	44900	0	0	0	447	0	0	908	1590
44900	44950	0	0	0	436	0	0	897	1580
44950	45000	0	0	0	426	0	0	887	1569
45000	45050	0	0	0	415	0	0	876	1559
45050	45100	0	0	0	405	0	0	866	1548
45100	45150	0	0	0	394	0	0	855	1538
45150	45200	0	0	0	384	0	0	845	1527
45200	45250	0	0	0	373	0	0	834	1517
45250	45300	0	0	0	363	0	0	824	1506
45300	45350	0	0	0	352	0	0	813	1496
45350	45400	0	0	0	342	0	0	803	1485
45400	45450	0	0	0	331	0	0	792	1475
45450	45500	0	0	0	320	0	0	782	1464
45500	45550	0	0	0	310	0	0	771	1453
45550	45600	0	0	0	299	0	0	760	1443
45600	45650	0	0	0	289	0	0	750	1432
45650	45700	0	0	0	278	0	0	739	1422
45700	45750	0	0	0	268	0	0	729	1411
45750	45800	0	0	0	257	0	0	718	1401
45800	45850	0	0	0	247	0	0	708	1390
45850	45900	0	0	0	236	0	0	697	1380
45900	45950	0	0	0	226	0	0	687	1369
45950	46000	0	0	0	215	0	0	676	1359
46000	46050	0	0	0	205	0	0	666	1348
46050	46100	0	0	0	194	0	0	655	1338
46100	46150	0	0	0	184	0	0	645	1327
46150	46200	0	0	0	173	0	0	634	1317
46200	46250	0	0	0	163	0	0	624	1306
46250	46300	0	0	0	152	0	0	613	1296
46300	46350	0	0	0	141	0	0	603	1285
46350	46400	0	0	0	131	0	0	592	1274
46400	46450	0	0	0	120	0	0	581	1264
46450	46500	0	0	0	110	0	0	571	1253
46500	46550	0	0	0	99	0	0	560	1243
46550	46600	0	0	0	89	0	0	550	1232
46600	46650	0	0	0	78	0	0	539	1222
46650	46700	0	0	0	68	0	0	529	1211
46700	46750	0	0	0	57	0	0	518	1201
46750	46800	0	0	0	47	0	0	508	1190
46800	46850	0	0	0	36	0	0	497	1180
46850	46900	0	0	0	26	0	0	487	1169
46900	46950	0	0	0	15	0	0	476	1159
46950	47000	0	0	0	*	0	0	466	1148
47000	47050	0	0	0	0	0	0	455	1138
47050	47100	0	0	0	0	0	0	445	1127
47100	47150	0	0	0	0	0	0	434	1117
47150	47200	0	0	0	0	0	0	424	1106
47200	47250	0	0	0	0	0	0	413	1095
47250	47300	0	0	0	0	0	0	402	1085
47300	47350	0	0	0	0	0	0	392	1074
47350	47400	0	0	0	0	0	0	381	1064
47400	47450	0	0	0	0	0	0	371	1053
47450	47500	0	0	0	0	0	0	360	1043
47500	47550	0	0	0	0	0	0	350	1032
47550	47600	0	0	0	0	0	0	339	1022
47600	47650	0	0	0	0	0	0	329	1011
47650	47700	0	0	0	0	0	0	318	1001
47700	47750	0	0	0	0	0	0	308	990
47750	47800	0	0	0	0	0	0	297	980
47800	47850	0	0	0	0	0	0	287	969
47850	47900	0	0	0	0	0	0	276	959
47900	47950	0	0	0	0	0	0	266	948
47950	48000	0	0	0	0	0	0	255	938
48000	48050	0	0	0	0	0	0	244	927
48050	48100	0	0	0	0	0	0	234	916
48100	48150	0	0	0	0	0	0	223	906
48150	48200	0	0	0	0	0	0	213	895
48200	48250	0	0	0	0	0	0	202	885
48250	48300	0	0	0	0	0	0	192	874
48300	48350	0	0	0	0	0	0	181	864
48350	48400	0	0	0	0	0	0	171	853
48400	48450	0	0	0	0	0	0	160	843
48450	48500	0	0	0	0	0	0	150	832
48500	48550	0	0	0	0	0	0	139	822
48550	48600	0	0	0	0	0	0	129	811
48600	48650	0	0	0	0	0	0	118	801
48650	48700	0	0	0	0	0	0	108	790
48700	48750	0	0	0	0	0	0	97	780
48750	48800	0	0	0	0	0	0	87	769
48800	48850	0	0	0	0	0	0	76	759
48850	48900	0	0	0	0	0	0	65	748
48900	48950	0	0	0	0	0	0	55	737
48950	49000	0	0	0	0	0	0	44	727
49000	49050	0	0	0	0	0	0	34	716
49050	49100	0	0	0	0	0	0	23	706
49100	49150	0	0	0	0	0	0	13	695
49150	49200	0	0	0	0	0	0	**	685
49200	49250	0	0	0	0	0	0	0	674
49250	49300	0	0	0	0	0	0	0	664
49300	49350	0	0	0	0	0	0	0	653
49350	49400	0	0	0	0	0	0	0	643
49400	49450	0	0	0	0	0	0	0	632
49450	49500	0	0	0	0	0	0	0	622
49500	49550	0	0	0	0	0	0	0	611
49550	49600	0	0	0	0	0	0	0	601
49600	49650	0	0	0	0	0	0	0	590
49650	49700	0	0	0	0	0	0	0	580
49700	49750	0	0	0	0	0	0	0	569
49750	49800	0	0	0	0	0	0	0	558
49800	49850	0	0	0	0	0	0	0	548
49850	49900	0	0	0	0	0	0	0	537
49900	49950	0	0	0	0	0	0	0	527
49950	50000	0	0	0	0	0	0	0	516
50000	50050	0	0	0	0	0	0	0	506
50050	50100	0	0	0	0	0	0	0	495
50100	50150	0	0	0	0	0	0	0	485
50150	50200	0	0	0	0	0	0	0	474
50200	50250	0	0	0	0	0	0	0	464
50250	50300	0	0	0	0	0	0	0	453
50300	50350	0	0	0	0	0	0	0	443
50350	50400	0	0	0	0	0	0	0	432
50400	50450	0	0	0	0	0	0	0	422
50450	50500	0	0	0	0	0	0	0	411
50500	50550	0	0	0	0	0	0	0	400
50550	50600	0	0	0	0	0	0	0	390
50600	50650	0	0	0	0	0	0	0	379
50650	50700	0	0	0	0	0	0	0	369
50700	50750	0	0	0	0	0	0	0	358
50750	50800	0	0	0	0	0	0	0	348
50800	50850	0	0	0	0	0	0	0	337
50850	50900	0	0	0	0	0	0	0	327
50900	50950	0	0	0	0	0	0	0	316
50950	51000	0	0	0	0	0	0	0	306
51000	51050	0	0	0	0	0	0	0	295
51050	51100	0	0	0	0	0	0	0	285
51100	51150	0	0	0	0	0	0	0	274
51150	51200	0	0	0	0	0	0	0	264
51200	51250	0	0	0	0	0	0	0	253
51250	51300	0	0	0	0	0	0	0	243
51300	51350	0	0	0	0	0	0	0	232
51350	51400	0	0	0	0	0	0	0	221
51400	51450	0	0	0	0	0	0	0	211
51450	51500	0	0	0	0	0	0	0	200
51500	51550	0	0	0	0	0	0	0	190
51550	51600	0	0	0	0	0	0	0	179
51600	51650	0	0	0	0	0	0	0	169
51650	51700	0	0	0	0	0	0	0	158
51700	51750	0	0	0	0	0	0	0	148
51750	51800	0	0	0	0	0	0	0	137
51800	51850	0	0	0	0	0	0	0	127
51850	51900	0	0	0	0	0	0	0	116
51900	51950	0	0	0	0	0	0	0	106
51950	52000	0	0	0	0	0	0	0	95
52000	52050	0	0	0	0	0	0	0	85
52050	52100	0	0	0	0	0	0	0	74
52100	52150	0	0	0	0	0	0	0	64
52150	52200	0	0	0	0	0	0	0	53
52200	52250	0	0	0	0	0	0	0	42
52250	52300	0	0	0	0	0	0	0	32
52300	52350	0	0	0	0	0	0	0	21
52350	52400	0	0	0	0	0	0	0	11
52400	52427	0	0	0	0	0	0	0	3
